Family	Latin	Author	ValidLatin	Scope
Phyllanthaceae	Margaritaria nobilis	L. f.	Margaritaria nobilis	
Rubiaceae	Margaritopsis microdon	(DC.) C.M. Taylor	Eumachia microdon	everywhere
Calophyllaceae	Marila domingensis	Urb.	Marila domingensis	
Calophyllaceae	Marila lactogena	Cuatrec.	Marila lactogena	
Calophyllaceae	Marila laxiflora	Rusby	Marila laxiflora	
Calophyllaceae	Marila pluricostata	Standl. & L.O. Williams	Marila pluricostata	
Calophyllaceae	Marila verapazensis	Donn. Sm.	Marila laxiflora	everywhere
Solanaceae	Markea dressleri	NA	Merinthopodium neuranthum	everywhere
Fabaceae	Marmaroxylon dinizii	(Ducke) L. Rico	Zygia dinizii	everywhere
Sapotaceae	Mastichodendron capiri	(A. DC.) Cronquist	Sideroxylon capiri	everywhere
Sapindaceae	Matayba apetala	Radlk.	Matayba apetala	
Sapindaceae	Matayba glaberrima	Radlk.	Matayba glaberrima	
Sapindaceae	Matayba ingifolia	Standl.	Matayba ingifolia	
Sapindaceae	Matayba kennedyae	Croat	Matayba kennedyae	
Sapindaceae	Matayba kennedyi	Croat	Matayba kennedyae	everywhere
Sapindaceae	Matayba oppositifolia	(A. Rich.) Britton	Matayba apetala	Panama only
Sapindaceae	Matayba scrobiculata	Radlk.	Matayba scrobiculata	
Malvaceae	Matisia arteagensis	Cuatrec.	Matisia arteagensis	
Malvaceae	Matisia bracteolosa	Ducke	Matisia bracteolosa	
Malvaceae	Matisia cordata	Bonpl.	Matisia cordata	
Malvaceae	Matisia dolichopoda	(A. Robyns) Cuatrec.	Matisia dolichopoda	
Malvaceae	Matisia dolichosiphon	(A. Robyns & S. Nilsson) W.S. Alverson	Matisia dolichosiphon	
Malvaceae	Matisia exalata	W.S. Alverson	Matisia exalata	
Malvaceae	Matisia jefensis	(A. Robyns & S. Nilsson) W.S. Alverson	Matisia jefensis	
Malvaceae	Matisia obliquifolia	Standl.	Matisia obliquifolia	
Malvaceae	Matisia ochrocalyx	K. Schum.	Matisia ochrocalyx	
Malvaceae	Matisia pacifica	Fern. Alonso	Matisia pacifica	
Malvaceae	Matisia sanblasensis	(A. Robyns) Cuatrec.	Matisia sanblasensis	
Anacardiaceae	Mauria glauca	Donn. Sm.	Mauria heterophylla	everywhere
Anacardiaceae	Mauria heterophylla	Kunth	Mauria heterophylla	
Anacardiaceae	Mauria puberula	Tul.	Mauria heterophylla	everywhere
Achariaceae	Mayna echinata	Spruce ex Benth.	Mayna odorata	everywhere
Achariaceae	Mayna grandifolia	(H. Karst.) Warb.	Mayna grandifolia	
Achariaceae	Mayna laurina	(C. Presl) Benth.	Lindackeria laurina	everywhere
Achariaceae	Mayna longicuspis	(Standl.) Standl.	Mayna odorata	everywhere
Achariaceae	Mayna longifolia	Poepp.	Carpotroche longifolia	everywhere
Achariaceae	Mayna odorata	Aubl.	Mayna odorata	
Achariaceae	Mayna zuliana	(Pittier) A. Robyns	Mayna grandifolia	everywhere
Celastraceae	Maytenus guyanensis	Klotzsch ex Reissek	Monteverdia guyanensis	everywhere
Celastraceae	Maytenus jefeana	Lundell	Monteverdia jefeana	everywhere
Celastraceae	Maytenus longipes	Briq.	Monteverdia sieberiana	everywhere
Celastraceae	Maytenus recondita	Hammel	Monteverdia recondita	everywhere
Celastraceae	Maytenus schippii	Lundell	Monteverdia sieberiana	Panama only
Celastraceae	Maytenus woodsonii	Lundell	Maytenus woodsonii	
Sabiaceae	Meliosma allenii	Standl. & L.O. Williams	Meliosma allenii	
Sabiaceae	Meliosma brenesii	Standl.	Meliosma brenesii	
Sabiaceae	Meliosma chiriquensis	J.F. Morales	Meliosma chiriquensis	
Sabiaceae	Meliosma cordata	A.H. Gentry	Meliosma cordata	
Sabiaceae	Meliosma frondosa	Cuatrec. & Idrobo	Meliosma frondosa	
Sabiaceae	Meliosma glabrata	(Liebm.) Urb.	Meliosma glabrata	
Sabiaceae	Meliosma grandiflora	C.V. Morton ex A.H. Gentry	Meliosma grandiflora	
Sabiaceae	Meliosma grandifolia	(Liebm.) Urb.	Meliosma grandifolia	
Sabiaceae	Meliosma hartshornii	A.H. Gentry	Meliosma irazuensis	everywhere
Sabiaceae	Meliosma idiopoda	S.F. Blake	Meliosma idiopoda	
Sabiaceae	Meliosma irazuensis	Standl.	Meliosma irazuensis	
Sabiaceae	Meliosma isthmensis	J.F. Morales	Meliosma isthmensis	
Sabiaceae	Meliosma linearifolia	A.H. Gentry	Meliosma linearifolia	
Sabiaceae	Meliosma occidentalis	Cuatrec.	Meliosma occidentalis	
Sabiaceae	Meliosma oligantha	J.F. Morales	Meliosma oligantha	
Malvaceae	Melochia lupulina	Sw.	Melochia lupulina	
Malvaceae	Melochia nodiflora	Sw.	Melochia nodiflora	
Melastomataceae	Meriania grandiflora	(Standl.) Almeda	Meriania grandiflora	
Melastomataceae	Meriania macrophylla	(Benth.) Triana	Meriania macrophylla	
Melastomataceae	Meriania odorata	Almeda	Meriania odorata	
Melastomataceae	Meriania panamensis	Gleason	Meriania panamensis	
Melastomataceae	Meriania phlomoides	(Triana) Almeda	Meriania phlomoides	
Solanaceae	Merinthopodium neuranthum	(Hemsl.) Donn. Sm.	Merinthopodium neuranthum	
Lamiaceae	Mesosphaerum oblongifolium	(Benth.) Kuntze	Hyptis oblongifolia	everywhere
Metteniusaceae	Metteniusa tessmanniana	(Sleumer) Sleumer	Metteniusa tessmanniana	
Melastomataceae	Miconia aeruginosa	Naudin	Miconia aeruginosa	
Melastomataceae	Miconia affinis	DC.	Miconia affinis	
Melastomataceae	Miconia albertobrenesii	Gamba & Almeda	Miconia albertobrenesii	
Melastomataceae	Miconia albicans	(Sw.) Steud.	Miconia albicans	
Melastomataceae	Miconia alboglandulosa	Gamba & Almeda	Miconia alboglandulosa	
Melastomataceae	Miconia ampla	Triana	Miconia ampla	
Melastomataceae	Miconia amplexans		Miconia tomentosa	everywhere
Melastomataceae	Miconia appendiculata	Triana	Miconia appendiculata	
Melastomataceae	Miconia approximata	Gamba & Almeda	Miconia approximata	
Melastomataceae	Miconia argentea	(Sw.) DC.	Miconia argentea	
Melastomataceae	Miconia astroplocama	Donn. Sm.	Miconia astroplocama	
Melastomataceae	Miconia aurantiaca	(Almeda & Kriebel) Gamba & Almeda	Miconia aurantiaca	
Melastomataceae	Miconia barbinervis	(Benth.) Triana	Miconia barbinervis	
Melastomataceae	Miconia benthamiana	Triana	Miconia benthamiana	
Melastomataceae	Miconia biperulifera	Cogn.	Miconia biperulifera	
Melastomataceae	Miconia borealis	Gleason	Miconia minutiflora	everywhere
Melastomataceae	Miconia bractiflora	Gamba & Almeda	Miconia bractiflora	
Melastomataceae	Miconia brenesii	Standl.	Miconia brenesii	
Melastomataceae	Miconia brevitheca	Gleason	Miconia brevitheca	
Melastomataceae	Miconia bubalina	Naudin	Miconia bubalina	
Melastomataceae	Miconia calvescens	DC.	Miconia calvescens	
Melastomataceae	Miconia carnea	Cogn.	Miconia carnea	
Melastomataceae	Miconia caudata	(Bonpl.) DC.	Miconia caudata	
Melastomataceae	Miconia centrodesma	Naudin	Miconia centrodesma	
Melastomataceae	Miconia centronioides	Gleason	Miconia centronioides	
Melastomataceae	Miconia centrosperma	Almeda	Conostegia centrosperma	everywhere
Melastomataceae	Miconia chamissois	Naudin	Miconia chamissois	
Melastomataceae	Miconia chiriquiensis	Almeda	Miconia chiriquiensis	
Melastomataceae	Miconia chrysophylla	(Rich.) Urb.	Miconia chrysophylla	
Melastomataceae	Miconia cionotricha	L. Uribe	Miconia cionotricha	
Melastomataceae	Miconia colliculosa	Almeda	Conostegia colliculosa	everywhere
Melastomataceae	Miconia commutata	Almeda	Miconia commutata	
Melastomataceae	Miconia costaricensis	Cogn.	Miconia costaricensis	
Melastomataceae	Miconia crocata	Almeda	Miconia crocata	
Melastomataceae	Miconia cuspidatissima	Pittier	Miconia cuspidatissima	
Melastomataceae	Miconia desmantha	Benth.	Miconia desmantha	
Melastomataceae	Miconia dissita	Almeda	Miconia dissita	
Melastomataceae	Miconia dissitinervia	Kriebel, Almeda & A. Estrada	Conostegia dissitinervia	everywhere
Melastomataceae	Miconia dodecandra	Cogn.	Miconia dodecandra	
Melastomataceae	Miconia dolichopoda	Naudin	Miconia dolichopoda	
Melastomataceae	Miconia dolichorrhyncha	Naudin	Miconia dolichorrhyncha	
Melastomataceae	Miconia donaeana	Naudin	Miconia doniana	everywhere
Melastomataceae	Miconia doniana	Naudin	Miconia doniana	
Melastomataceae	Miconia dorsiloba	Gleason	Miconia dorsiloba	
Melastomataceae	Miconia elata	(Sw.) DC.	Miconia elata	
Melastomataceae	Miconia emendata	Wurdack	Miconia emendata	
Melastomataceae	Miconia evanescens	(Almeda) Gamba & Almeda	Miconia evanescens	
Melastomataceae	Miconia galdamesiae	Kriebel & Almeda	Conostegia galdamesiae	everywhere
Melastomataceae	Miconia gatunensis	Pittier	Miconia hondurensis	everywhere
Melastomataceae	Miconia gentryi	Wurdack	Miconia gentryi	
Melastomataceae	Miconia globuliflora	(Rich.) Cogn.	Miconia globuliflora	
Melastomataceae	Miconia goniostigma	Triana	Miconia goniostigma	
Melastomataceae	Miconia gracilis	Triana	Miconia gracilis	
Melastomataceae	Miconia gratissima	Benth. ex Triana	Miconia gratissima	
Melastomataceae	Miconia hildeana	Kriebel & Almeda	Miconia hildeana	
Melastomataceae	Miconia holosericea	(L.) DC.	Miconia holosericea	
Melastomataceae	Miconia hondurensis	Donn. Sm.	Miconia hondurensis	
Melastomataceae	Miconia ibaguensis	(Bonpl.) Triana	Miconia ibaguensis	
Melastomataceae	Miconia impetiolaris	(Sw.) D. Don ex DC.	Miconia impetiolaris	
Melastomataceae	Miconia insularis	Gleason	Miconia insularis	
Melastomataceae	Miconia intricata	Triana	Miconia intricata	
Melastomataceae	Miconia jefensis	Almeda	Conostegia jefensis	everywhere
Melastomataceae	Miconia lacera	(Bonpl.) Naudin	Miconia lacera	
Melastomataceae	Miconia lateriflora	Cogn.	Miconia lateriflora	
Melastomataceae	Miconia latidecurrens	Gamba & Almeda	Miconia latidecurrens	
Melastomataceae	Miconia laxivenula	(Wurdack) Gamba & Almeda	Miconia laxivenula	
Melastomataceae	Miconia ligulata	Almeda	Conostegia consimilis	everywhere
Melastomataceae	Miconia livida	Triana	Miconia livida	
Melastomataceae	Miconia lonchophylla	Naudin	Miconia lonchophylla	
Melastomataceae	Miconia longifolia	(Aubl.) DC.	Miconia longifolia	
Melastomataceae	Miconia magnifolia	Gamba & Almeda	Miconia solearis	everywhere
Melastomataceae	Miconia matthaei	Naudin	Miconia matthaei	
Melastomataceae	Miconia mcphersonii	Almeda & Penneys	Miconia mcphersonii	
Melastomataceae	Miconia minutiflora	(Bonpl.) DC.	Miconia minutiflora	
Melastomataceae	Miconia morii	Almeda	Miconia morii	
Melastomataceae	Miconia mucronata	(Desr.) Naudin	Miconia holosericea	everywhere
Melastomataceae	Miconia multiplinervia	Cogn.	Miconia multiplinervia	
Melastomataceae	Miconia multispicata	Naudin	Miconia multispicata	
Melastomataceae	Miconia neomicrantha	Judd & Skean	Miconia neomicrantha	
Melastomataceae	Miconia nervosa	(Sm.) Triana	Miconia nervosa	
Melastomataceae	Miconia nutans	Donn. Sm.	Miconia nutans	
Melastomataceae	Miconia octona	(Bonpl.) Judd & Majure	Miconia octona	
Melastomataceae	Miconia oinochrophylla	Donn. Sm.	Miconia oinochrophylla	
Melastomataceae	Miconia ombrophila	Wurdack	Conostegia ombrophila	everywhere
Melastomataceae	Miconia oraria	Wurdack	Miconia oraria	
Melastomataceae	Miconia panamensis	Gleason	Miconia chamissois	everywhere
Melastomataceae	Miconia peltata	Almeda	Conostegia peltata	everywhere
Melastomataceae	Miconia phaeophylla	Triana	Miconia phaeophylla	
Melastomataceae	Miconia pileata	DC.	Miconia pileata	
Melastomataceae	Miconia pittieri	Cogn.	Miconia pittieri	
Melastomataceae	Miconia poeppigii	Triana	Miconia poeppigii	
Melastomataceae	Miconia prasina	(Sw.) DC.	Miconia prasina	
Melastomataceae	Miconia pterocaulon	Triana	Miconia pterocaulon	
Melastomataceae	Miconia pteropoda	Benth.	Miconia prasina	everywhere
Melastomataceae	Miconia punctata	(Desr.) D. Don ex DC.	Miconia punctata	
Melastomataceae	Miconia quadridomius	Gamba & Almeda	Miconia quadridomius	
Melastomataceae	Miconia quinquenervia	(Mill.) Gamba & Almeda	Miconia quinquenervia	
Melastomataceae	Miconia reducens	Triana	Miconia reducens	
Melastomataceae	Miconia reitziana	(Cogn. & Gleason) Gamba & Almeda	Miconia reitziana	
Melastomataceae	Miconia robinsoniana	Cogn.	Miconia robinsoniana	
Melastomataceae	Miconia rubiginosa	(Bonpl.) DC.	Miconia rubiginosa	
Melastomataceae	Miconia santaritensis	Almeda	Miconia santaritensis	
Melastomataceae	Miconia schlimii	Triana	Conostegia schlimii	everywhere
Melastomataceae	Miconia schnellii	Wurdack	Miconia schnellii	
Melastomataceae	Miconia septuplinervia	(Cogn.) Judd & Ionta	Miconia septuplinervia	
Melastomataceae	Miconia serrulata	(DC.) Naudin	Miconia serrulata	
Melastomataceae	Miconia shattuckii	Standl.	Conostegia shattuckii	everywhere
Melastomataceae	Miconia simplex	Triana	Miconia simplex	
Melastomataceae	Miconia smaragdina	Naudin	Miconia smaragdina	
Melastomataceae	Miconia solearis	(Naudin) Gamba & Almeda	Miconia solearis	
Melastomataceae	Miconia sparrei	Wurdack	Miconia sparrei	
Melastomataceae	Miconia spiciformis	Gamba & Almeda	Miconia spiciformis	
Melastomataceae	Miconia splendens	(Sw.) Griseb.	Miconia splendens	
Melastomataceae	Miconia stenostachya	DC.	Miconia stenostachya	
Melastomataceae	Miconia stevensiana	Almeda	Miconia stevensiana	
Melastomataceae	Miconia strigillosa	(Sw.) Judd & Ionta	Miconia strigillosa	
Melastomataceae	Miconia talamancensis	Almeda	Miconia talamancensis	
Melastomataceae	Miconia theaezans	(Bonpl.) Cogn.	Miconia theaezans	
Melastomataceae	Miconia theizans	(Bonpl.) Cogn.	Miconia theaezans	everywhere
Melastomataceae	Miconia tomentosa	(Rich.) D. Don ex DC.	Miconia tomentosa	
Melastomataceae	Miconia tonduzii	Cogn.	Miconia tonduzii	
Melastomataceae	Miconia trinervia	(Sw.) D. Don ex Loudon	Miconia trinervia	
Melastomataceae	Miconia triplinervis	Ruiz & Pav.	Miconia triplinervis	
Melastomataceae	Miconia umbriensis	Wurdack	Miconia umbriensis	
Melastomataceae	Miconia valeriana	(Standl.) Wurdack	Miconia valeriana	
Melastomataceae	Miconia valerioana	(Standl.) Wurdack	Miconia valeriana	everywhere
Melastomataceae	Miconia variabilis	Gamba & Almeda	Miconia variabilis	
Chrysobalanaceae	Microdesmia arborea	(Seem.) Sothers & Prance	Microdesmia arborea	
Sapotaceae	Micropholis crotonoides	(Pierre) Pierre	Micropholis crotonoides	
Sapotaceae	Micropholis egensis	(A. DC.) Pierre	Micropholis egensis	
Sapotaceae	Micropholis guyanensis	(A. DC.) Pierre	Micropholis guyanensis	
Sapotaceae	Micropholis melinoniana	Pierre	Micropholis melinoniana	
Sapotaceae	Micropholis mexicana	Gilly ex Cronquist	Micropholis melinoniana	everywhere
Sapotaceae	Micropholis venulosa	(Mart. & Eichler) Pierre	Micropholis venulosa	
Celastraceae	Microtropis occidentalis	Wall. ex Meisn	Quetzalia occidentalis	everywhere
Fabaceae	Mimosa pigra	L.	Mimosa pigra	
Fabaceae	Mimosa tarda	Barneby	Mimosa tarda	
Fabaceae	Mimosa tenuiflora	(Willd.) Poir.	Mimosa tenuiflora	
Sapotaceae	Mimusops darienensis	Pittier	Manilkara bidentata	everywhere
Olacaceae	Minquartia guianensis	Aubl.	Minquartia guianensis	
Monimiaceae	Mollinedia costaricensis	Donn. Sm.	Mollinedia costaricensis	
Monimiaceae	Mollinedia darienensis	Standl.	Mollinedia viridiflora	everywhere
Monimiaceae	Mollinedia pinchotiana	Perkins	Mollinedia viridiflora	everywhere
Monimiaceae	Mollinedia viridiflora	NA	Mollinedia viridiflora	
Polygalaceae	Monnina ciliolata	Sessé & Moc. ex DC.	Monnina ciliolata	
Polygalaceae	Monnina crepinii	Chodat	Monnina crepinii	
Polygalaceae	Monnina deppei	NA	Monnina sylvicola	everywhere
Polygalaceae	Monnina latisepala	NA	Monnina xalapensis	everywhere
Polygalaceae	Monnina parasylvatica	C.M. Taylor	Monnina parasylvatica	
Polygalaceae	Monnina sylvatica	NA	Monnina sylvicola	everywhere
Polygalaceae	Monnina sylvicola	Chodat	Monnina sylvicola	
Polygalaceae	Monnina xalapensis	Kunth	Monnina xalapensis	
Melastomataceae	Monochaetum cordatum	Almeda	Monochaetum cordatum	
Melastomataceae	Monochaetum exaltatum	Almeda	Monochaetum exaltatum	
Asteraceae	Montanoa hibiscifolia	Benth.	Montanoa hibiscifolia	
Celastraceae	Monteverdia guyanensis	Condit	Monteverdia guyanensis	
Celastraceae	Monteverdia jefeana	(Lundell) Biral	Monteverdia jefeana	
Celastraceae	Monteverdia recondita	(Hammel) Biral	Monteverdia recondita	
Celastraceae	Monteverdia schippii	(Lundell) Biral	Monteverdia sieberiana	Panama only
Celastraceae	Monteverdia sieberiana	(Krug & Urb.) Biral	Monteverdia sieberiana	
Asteraceae	Monticalia andicola	(Turcz.) C. Jeffrey	Monticalia andicola	
Asteraceae	Monticalia firmipes	(Greenm.) C. Jeffrey	Monticalia firmipes	
Chrysobalanaceae	Moquilea chiriquiensis	(Prance) Sothers & Prance	Moquilea chiriquiensis	
Chrysobalanaceae	Moquilea dodsonii	(Prance) Sothers & Prance	Moquilea dodsonii	
Chrysobalanaceae	Moquilea fasciculata	(Prance) Sothers & Prance	Moquilea fasciculata	
Chrysobalanaceae	Moquilea kallunkiae	(Prance) Sothers & Prance	Moquilea kallunkiae	
Chrysobalanaceae	Moquilea macrocarpa	(Cuatrec.) Sothers & Prance	Moquilea macrocarpa	
Chrysobalanaceae	Moquilea platypus	Hemsl.	Moquilea platypus	
Fabaceae	Mora megistosperma	(Pittier) Britton & Rose	Mora oleifera	everywhere
Fabaceae	Mora oleifera	(Triana ex Hemsl.) Ducke	Mora oleifera	
Myricaceae	Morella cerifera	(L.) Small	Morella cerifera	
Myricaceae	Morella phanerodonta	(Standl.) Wilbur	Morella phanerodonta	
Rubiaceae	Morinda panamensis	Seem.	Morinda panamensis	
Rubiaceae	Morinda royoc	L.	Morinda royoc	
Rubiaceae	Morinda seibertii	NA	Appunia seibertii	everywhere
Capparaceae	Morisonia americana	L.	Morisonia americana	
Capparaceae	Morisonia oblongifolia	Britton	Morisonia oblongifolia	
Malvaceae	Mortoniodendron anisophyllum	(Standl.) Standl. & Steyerm.	Mortoniodendron anisophyllum	
Malvaceae	Mortoniodendron costaricense	Standl. & L.O. Williams	Mortoniodendron costaricense	
Malvaceae	Mortoniodendron guatemalense	Standl. & Steyerm.	Mortoniodendron costaricense	Panama only
Malvaceae	Mortoniodendron hirsutum	Standl.	Mortoniodendron hirsutum	
Moraceae	Morus insignis	Bureau	Morus insignis	
Annonaceae	Mosannona garwoodiae	NA	Mosannona garwoodii	everywhere
Annonaceae	Mosannona garwoodii	Chatrou & Welzenis	Mosannona garwoodii	
Annonaceae	Mosannona hypoglauca	(Standl.) Chatrou	Mosannona hypoglauca	
Annonaceae	Mosannona maculata	Chatrou & Welzenis	Mosannona maculata	
Anacardiaceae	Mosquitoxylum jamaicense	Krug & Urb.	Mosquitoxylum jamaicense	
Melastomataceae	Mouriri brunneicalyx	Standl.	Mouriri cyphocarpa	everywhere
Melastomataceae	Mouriri coibensis	Morley	Mouriri gleasoniana	everywhere
Melastomataceae	Mouriri completens	(Pittier) Burret	Mouriri completens	
Melastomataceae	Mouriri cyphocarpa	Standl.	Mouriri cyphocarpa	
Melastomataceae	Mouriri gleasoniana	Standl.	Mouriri gleasoniana	
Melastomataceae	Mouriri myrtilloides	(Sw.) Poir.	Mouriri myrtilloides	
Melastomataceae	Mouriri panamensis	Morley	Mouriri panamensis	
Melastomataceae	Mouriri parvifolia	Benth.	Mouriri myrtilloides	everywhere
Fabaceae	Muellera frutescens	(Aubl.) Standl.	Muellera frutescens	
Fabaceae	Muellera moniliformis	L.f.	Muellera frutescens	everywhere
Fabaceae	Muellera unifoliolata	(Benth.) M. Sousa	Lonchocarpus unifoliolatus	everywhere
Muntingiaceae	Muntingia calabura	L.	Muntingia calabura	
Myrtaceae	Myrcia aliena	McVaugh	Myrcia aliena	
Myrtaceae	Myrcia amazonica	DC	Myrcia amazonica	
Myrtaceae	Myrcia chytraculia	(L.) A.R. Lourenço & E. Lucas	Calyptranthes chytraculia	everywhere
Myrtaceae	Myrcia concinna	B. Holst et M.L. Kawas.	Myrcia concinna	
Myrtaceae	Myrcia coumete	(Aubl.) DC.	Myrcia coumete	
Myrtaceae	Myrcia elliptifolia	A.R. Lourenço & E. Lucas	Calyptranthes elliptica	everywhere
Myrtaceae	Myrcia fallax	(Rich.) DC.	Myrcia fallax	
Myrtaceae	Myrcia fosteri	Croat	Myrcia fosteri	
Myrtaceae	Myrcia fusca	B. Holst et M.L. Kawas.	Myrcia fusca	
Myrtaceae	Myrcia gatunensis	Standl.	Myrcia splendens	everywhere
Myrtaceae	Myrcia grandis	McVaugh	Myrcia grandis	
Myrtaceae	Myrcia guianensis	(Aubl.) DC.	Myrcia guianensis	
Myrtaceae	Myrcia inaequiloba	(DC.) D. Legrand	Myrcia inaequiloba	
Myrtaceae	Myrcia jefensis	(B. Holst & M.L. Kawas.) A.R. Lourenço & E. Lucas	Calyptranthes jefensis	everywhere
Myrtaceae	Myrcia johnstonii	(McVaugh) A.R. Lourenço & E. Lucas	Calyptranthes johnstonii	everywhere
Myrtaceae	Myrcia lapidulosa	B. Holst et M.L. Kawas.	Myrcia lapidulosa	
Myrtaceae	Myrcia longicalyptrata	(B. Holst & M.L. Kawas.) A.R. Lourenço & E. Lucas	Calyptranthes longicalyptrata	everywhere
Myrtaceae	Myrcia magnoliifolia	DC.	Myrcia magnoliifolia	
Myrtaceae	Myrcia megistophylla	(Standl.) A.R. Lourenço & Sánchez-Cháv.	Calyptranthes megistophylla	everywhere
Myrtaceae	Myrcia mollis	(Kunth) DC.	Myrcia mollis	
Myrtaceae	Myrcia neobracteata	 A.R. Lourenço & E. Lucas	Calyptranthes bracteata	everywhere
Myrtaceae	Myrcia neolucida	A.R. Lourenço & E. Lucas	Calyptranthes lucida	everywhere
Myrtaceae	Myrcia neomacrocarpa	A.R. Lourenço & E. Lucas	Calyptranthes macrocarpa	everywhere
Myrtaceae	Myrcia paivae	O. Berg	Myrcia paivae	
Myrtaceae	Myrcia panamensis	B. Holst & M.L. Kawas.	Myrcia panamensis	
Myrtaceae	Myrcia parvifolia	A.R. Lourenço & E. Lucas	Calyptranthes microphylla	everywhere
Myrtaceae	Myrcia platyclada	DC.	Myrcia platyclada	
Myrtaceae	Myrcia pulchella	(DC.) A.R. Lourenço & E. Lucas	Calyptranthes pulchella	everywhere
Myrtaceae	Myrcia splendens	(Sw.) DC.	Myrcia splendens	
Myrtaceae	Myrcia straminea	(B. Holst) A.R. Lourenço & E. Lucas	Calyptranthes straminea	everywhere
Myrtaceae	Myrcia sylvatica	(G. Mey.) DC.	Myrcia sylvatica	
Myrtaceae	Myrcia tomentosa	(Aubl.) DC.	Myrcia tomentosa	
Myrtaceae	Myrcia tumidonodia	(Schery) A.R. Lourenço & E. Lucas	Calyptranthes tumidonodia	everywhere
Myrtaceae	Myrcia zetekiana	(Standl.) B. Holst	Myrcia zetekiana	
Myrtaceae	Myrcianthes fragrans	(Sw.) McVaugh	Myrcianthes fragrans	
Myrtaceae	Myrcianthes rigidissima	(Cufod.) W.D. Stevens	Myrcianthes storkii	everywhere
Myrtaceae	Myrcianthes storkii	(Standl.) McVaugh	Myrcianthes storkii	
Myrtaceae	Myrciaria floribunda	(H. West ex Willd.) O. Berg	Myrciaria floribunda	
Myrtaceae	Myrciaria vexator	McVaugh	Myrciaria vexator	
Myrtaceae	Myrciaria vismeifolia	(Benth.) O. Berg	Myrciaria vexator	everywhere
Myricaceae	Myrica cerifera	L.	Morella cerifera	everywhere
Myricaceae	Myrica mexicana	Humb. & Bonpl. Ex Willd.	Morella cerifera	everywhere
Urticaceae	Myriocarpa cordifolia	Liebm.	Myriocarpa cordifolia	
Urticaceae	Myriocarpa longipes	Liebm.	Myriocarpa longipes	
Urticaceae	Myriocarpa yzabalensis	(Donn. Sm.) Killip	Myriocarpa longipes	everywhere
Fabaceae	Myrospermum frutescens	Jacq.	Myrospermum frutescens	
Fabaceae	Myroxylon balsamiferum	NA	Myroxylon balsamum	everywhere
Fabaceae	Myroxylon balsamum	(L.) Harms	Myroxylon balsamum	
Fabaceae	Myroxylon pereirae	NA	Myroxylon balsamum	everywhere
Apiaceae	Myrrhidendron donnellsmithii		Myrrhidendron donnellsmithii	
Apiaceae	Myrrhidendron maxonii	J.M. Coult. & Rose	Myrrhidendron maxonii	
Primulaceae	Myrsine coclensis	Lundell	Myrsine juergensenii	everywhere
Primulaceae	Myrsine coriacea	(Sw.) R. Br. ex Roem. & Schult.	Myrsine coriacea	
Primulaceae	Myrsine costaricensis	Lundell	Myrsine juergensenii	everywhere
Primulaceae	Myrsine cubana	A. DC.	Myrsine cubana	
Primulaceae	Myrsine dependens	(Ruiz & Pav.) Spreng.	Myrsine dependens	
Primulaceae	Myrsine floridana	A. DC.	Myrsine cubana	everywhere
Primulaceae	Myrsine juergensenii	(Mez) Ricketson & Pipoly	Myrsine juergensenii	
Primulaceae	Myrsine microcalyx	Lundell	Myrsine coriacea	everywhere
Primulaceae	Myrsine myricoides	Schltdl.	Myrsine coriacea	everywhere
Primulaceae	Myrsine panamensis	(Lundell) Lundell	Myrsine pellucidopunctata	everywhere
Primulaceae	Myrsine pellucido-punctata	NA	Myrsine pellucidopunctata	everywhere
Primulaceae	Myrsine pellucidopunctata	Oerst.	Myrsine pellucidopunctata	
Primulaceae	Myrsine pittieri	(Mez) Lundell	Myrsine dependens	everywhere
Moraceae	Naucleopsis capirensis	C.C. Berg	Naucleopsis capirensis	
Moraceae	Naucleopsis naga	Pittier	Naucleopsis naga	
Moraceae	Naucleopsis straminea	C.C. Berg	Naucleopsis straminea	
Moraceae	Naucleopsis ulei	(Warb.) Ducke	Naucleopsis ulei	
Lauraceae	Nectandra belizensis	(Lundell) C.K. Allen	Nectandra belizensis	
Lauraceae	Nectandra bicolor	Rohwer	Damburneya bicolor	everywhere
Lauraceae	Nectandra cissiflora	Nees	Nectandra cissiflora	
Lauraceae	Nectandra cufodontisii	(O.C. Schmidt) C.K. Allen	Damburneya cufodontisii	everywhere
Lauraceae	Nectandra cuspidata	Nees & Mart.	Nectandra cuspidata	
Lauraceae	Nectandra gentlei	Lundell	Nectandra cuspidata	everywhere
Lauraceae	Nectandra globosa	(Aubl.) Mez	Nectandra lineata	Panama only
Lauraceae	Nectandra hihua	(Ruiz & Pav.) Rohwer	Nectandra hihua	
Lauraceae	Nectandra hypoglauca	Standl.	Ocotea glaucosericea	everywhere
Lauraceae	Nectandra kunthiana	(Nees) Kosterm.	Rhodostemonodaphne kunthiana	everywhere
Lauraceae	Nectandra latifolia	(Kunth) Mez	Damburneya purpurea	everywhere
Lauraceae	Nectandra lineata	(Kunth) Rohwer	Nectandra lineata	
Lauraceae	Nectandra martinicensis	Mez	Damburneya martinicensis	everywhere
Lauraceae	Nectandra membranacea	(Sw.) Griseb.	Nectandra membranacea	
Lauraceae	Nectandra nervosa	Mez & Pittier	Nectandra turbacensis	everywhere
Lauraceae	Nectandra nitida	Mez	Damburneya nitida	everywhere
Lauraceae	Nectandra oppositifolia	Nees & Mart.	Nectandra oppositifolia	
